 ,Id,Location,Area,Region,Number_of_Rooms,House_Type,House_Price,isSold,Sold_Date,Distance_from_City_inMiles,Seller,PostalCode,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_CarParkings,_of_Land_inMeters,Height_of_Building_inMeters,Year_Built,Lattitude,Longtitude
8791,2714,47,11,2,2,other,858000,0,22-05-2016,6.4,33,42,2,1,1,313,93,1915,-37.7966,144.9016
8792,9558,232,8,4,3,townhouse,655000,1,17-06-2017,16.7,18,157,3,2,2,0,133,2002,-37.89873,145.15072
8793,7416,140,18,2,4,other,820500,1,18-03-2017,14.5,81,2,4,2,7,754,,,-37.7221,144.8578
8794,1023,18,11,2,2,other,670000,1,13-08-2016,10.8,80,17,2,1,2,551,,,-37.7825,144.8545
8795,7778,36,1,1,2,townhouse,945000,1,08-04-2017,1.6,3,33,2,1,1,15900,98,1880,-37.8035,144.985
8796,1596,25,7,3,5,other,2700000,0,17-09-2016,7.8,3,24,5,3,2,802,317,1994,-37.8442,145.0578
8797,2616,46,2,1,2,other,865500,1,03-09-2016,4.4,2,41,2,1,1,168,,,-37.7835,144.9339
8798,5678,90,6,3,3,other,906000,1,22-05-2016,3.3,3,74,3,1,0,154,88,1920,-37.8395,144.9868
8799,1493,23,14,4,4,other,976000,1,18-06-2016,11.8,12,22,4,1,1,701,,,-37.7786,145.0945
8800,4189,73,17,3,4,other,1130000,1,27-11-2016,14.6,21,61,4,1,2,638,,1972,-37.9378,145.057
8801,3640,62,7,3,5,other,1975000,1,18-06-2016,5.6,7,53,3,2,1,531,1022,1890,-37.813,145.0411
8802,11153,81,13,1,3,townhouse,900000,1,12-08-2017,8.5,2,67,3,2,1,0,149,2014,-37.72882,144.93301
8803,3603,62,7,3,4,other,2550000,1,10-09-2016,5.6,3,53,4,2,2,603,220,1930,-37.8095,145.0391
8804,932,16,9,3,2,other,1630000,1,25-02-2017,13.9,69,15,2,1,2,724,,,-37.9135,145.0557
8805,12500,47,20,2,2,other,800000,0,09-09-2017,5.1,19,42,2,1,2,353,123,1930,-37.79047,144.88289
8806,2426,41,2,2,3,other,801500,1,18-03-2017,8,12,38,3,1,1,175,,,-37.7393,144.894
8807,10551,218,31,2,3,other,570000,1,27-05-2017,14.7,81,133,3,1,2,660,113,1960,-37.90908,144.65774
8808,748,15,9,3,3,townhouse,1275000,1,17-09-2016,13,19,14,3,2,2,309,,,-37.9287,145.0461
8809,11667,42,2,2,3,other,1535000,1,22-07-2017,8.2,3,39,3,1,2,811,152,1925,-37.7384,144.90485
8810,12655,251,20,4,4,other,1100000,1,16-09-2017,13.4,43,151,4,3,2,592,168,2017,-37.84307,145.13419
8811,9380,249,8,5,4,other,1171000,1,03-06-2017,16.7,18,157,4,2,3,800,163,1968,-37.92024,145.18049
8812,453,11,2,2,4,other,950000,1,10-12-2016,10.5,55,10,4,3,3,761,281,1970,-37.7524,144.8714
8813,2132,37,14,4,4,other,1868000,1,07-05-2016,13.9,19,34,3,2,2,925,218,1960,-37.7869,145.1183
8814,2425,41,2,2,3,other,1470000,1,18-03-2017,8,2,38,3,1,1,687,120,2016,-37.7442,144.9045
8815,3067,52,12,3,3,other,1610000,1,18-06-2016,13.7,75,46,3,1,2,569,,,-37.9419,145.01
8816,6435,102,15,4,3,other,915000,1,25-02-2017,13.8,27,35,3,2,2,769,,,-37.7298,145.0947
8817,9137,40,3,3,2,duplex,695500,0,03-06-2017,7.2,25,37,2,1,1,887,76,1973,-37.88349,144.98699
8818,2889,49,13,1,3,other,500000,1,10-09-2016,13,2,44,3,1,1,589,,,-37.6993,144.9393
8819,7961,119,7,3,4,other,2425000,0,13-05-2017,7.5,190,91,4,2,2,729,278,,-37.8343,145.0488
8820,1521,24,10,3,3,townhouse,780000,0,10-09-2016,11.7,3,23,3,2,2,160,,,-37.8525,145.0973
8821,3446,60,2,2,3,other,772000,1,07-05-2016,12.8,2,52,3,2,3,672,132,1980,-37.7465,144.876
8822,9130,39,9,3,2,other,716000,1,03-06-2017,7.2,19,36,2,1,1,0,,1970,-37.89438,145.00851
8823,11332,279,18,2,4,other,860000,1,15-07-2017,14.7,52,133,4,2,2,663,,,-37.79215,144.76285
8824,3307,56,15,4,4,other,715000,1,19-11-2016,9.4,12,48,4,2,2,521,196,1990,-37.738,145.0374
8825,1367,21,13,1,4,other,1875000,1,27-06-2016,5.2,3,20,4,2,2,657,207,1958,-37.7725,144.964
8826,13506,75,20,2,3,other,845000,0,26-08-2017,10.4,10,2,3,1,1,345,111,1950,-37.73901,144.89154
8827,6247,99,14,4,4,other,870000,0,28-05-2016,13.8,12,78,4,1,2,826,,1960,-37.7629,145.112
8828,13471,182,20,5,3,other,930000,1,26-08-2017,25.2,12,123,3,2,2,443,201,2014,-38.00009,145.16959
8829,1219,20,12,3,4,other,1706000,1,17-09-2016,10.7,21,19,3,3,2,538,,,-37.9126,145.011
8830,285,8,2,2,2,duplex,467000,0,03-12-2016,5.9,10,8,2,1,1,0,62,1980,-37.7761,144.9201
8831,10589,18,11,2,3,other,797000,1,08-07-2017,8.6,80,17,3,1,2,694,110,1960,-37.79382,144.85107
8832,13576,105,20,2,3,other,1031000,0,26-08-2017,6.8,36,83,3,2,2,333,133,1995,-37.85927,144.87904
8833,9689,83,6,3,3,townhouse,1420000,1,17-06-2017,4.6,160,69,3,2,2,187,,,-37.84714,144.98927
8834,1393,22,13,1,3,other,1190000,1,03-12-2016,5.9,2,21,3,1,1,0,119,1920,-37.7564,144.9422
8835,12388,85,20,1,3,other,612500,1,03-09-2017,12,52,71,3,1,1,170,128,1950,-37.72924,145.02981
8836,7988,56,15,4,2,other,650000,1,08-04-2017,9.4,134,48,2,1,2,465,81,1960,-37.7369,145.0371
8837,6302,100,4,1,2,other,1164000,1,19-11-2016,6.5,3,79,2,2,0,206,,,-37.7576,145.0032
8838,1148,19,12,3,3,duplex,1620000,1,27-11-2016,11.2,21,18,3,2,2,231,,,-37.9121,144.9953
8839,10670,46,2,1,2,other,1000000,0,08-07-2017,3.4,2,41,2,1,0,132,,,-37.78696,144.92556
8840,12892,7,20,3,2,other,1726000,1,19-08-2017,6.3,9,7,2,2,2,269,128,1910,-37.85425,145.01545
8841,13496,72,20,2,4,other,1525000,1,26-08-2017,6.2,2,60,4,3,,233,,,-37.76884,144.91708
8842,11043,232,8,4,3,other,1311000,1,12-08-2017,16.7,18,157,3,2,1,853,28,1972,-37.88984,145.18016
8843,4865,83,6,3,2,other,1305000,1,27-11-2016,4.5,3,69,2,1,1,131,79,1900,-37.8479,144.9988
8844,5248,85,4,1,3,other,810000,1,28-08-2016,11.2,2,71,3,2,2,279,,,-37.7192,144.9971
8845,5486,88,11,2,2,duplex,450000,1,06-08-2016,6.6,32,42,2,1,2,0,65,1970,-37.8087,144.8978
8846,8830,54,7,3,1,duplex,395000,1,01-07-2017,5.3,88,47,1,1,1,910,,,-37.81333,145.01932
8847,11523,100,4,1,3,other,1236000,1,15-07-2017,7,19,79,3,1,1,508,,,-37.76202,145.01772
8848,6507,105,5,2,3,other,1470000,1,08-10-2016,8,33,83,3,2,1,364,93,1970,-37.8513,144.8961
8849,64,2,2,2,3,other,810000,0,18-03-2017,13.5,12,2,3,3,2,555,192,1980,-37.7285,144.8694
8850,1822,30,9,3,2,duplex,622000,0,25-02-2017,8.1,103,29,2,2,1,934,,,-37.8607,145.0116
8851,11329,160,25,5,3,other,727000,1,15-07-2017,24.7,69,106,3,1,1,763,,,-37.95466,145.21193
8852,12143,198,22,4,3,other,1400000,1,29-07-2017,21.3,56,134,3,2,4,941,97,1950,-37.81289,145.24213
8853,6689,109,11,2,3,other,865000,0,18-06-2016,7,33,85,3,1,1,189,87,1930,-37.8159,144.8795
8854,2061,35,13,1,2,duplex,532500,1,18-03-2017,9.2,10,32,2,1,1,168,,1970,-37.73,144.9629
8855,11458,76,16,1,2,duplex,541000,1,15-07-2017,1.8,2,63,2,1,1,0,53,2004,-37.8044,144.95657
8856,2859,48,7,3,4,other,1802000,1,28-05-2016,9.2,84,43,4,3,2,394,,1980,-37.8523,145.0603
8857,3110,53,12,3,4,other,1416000,1,28-08-2016,14.5,21,46,4,2,2,575,,,-37.9343,145.0303
8858,11322,156,19,1,2,townhouse,310000,0,15-07-2017,20.6,43,103,2,1,1,38,114,2013,-37.57467,144.92229
8859,8450,99,14,4,3,other,1180000,1,20-05-2017,13.8,58,78,3,1,3,655,,,-37.7685,145.1026
8860,1619,25,7,3,5,other,2800000,0,27-06-2016,7.8,9,24,5,3,2,805,,,-37.8459,145.0721
8861,5512,88,11,2,1,duplex,215000,0,22-05-2016,6.6,4,42,1,1,1,0,,,-37.8087,144.8978
8862,5170,85,4,1,2,townhouse,425000,1,18-06-2016,11.2,52,71,2,1,1,145,100,,-37.7284,145.0361
8863,10131,15,9,3,3,other,1199000,1,27-05-2017,11.4,46,14,3,1,2,383,,,-37.91916,145.04986
8864,8891,192,8,4,5,other,1600000,1,01-07-2017,14.2,3,131,5,3,3,728,,,-37.8778,145.11236
8865,10018,84,4,1,5,other,1350000,1,24-06-2017,8.4,59,70,5,3,4,525,266.76,2014,-37.75017,145.01204
8866,171,5,5,2,3,other,840000,0,18-03-2017,13.8,4,5,3,2,2,534,136,1965,-37.86,144.8245
8867,6372,101,6,3,3,other,6250000,1,15-10-2016,4.6,7,80,3,3,2,564,342,2000,-37.8486,145.0244
8868,10832,207,19,2,3,other,487000,1,08-07-2017,31.7,242,141,3,1,1,582,,,-37.58025,144.71759
8869,3241,55,15,4,3,townhouse,620000,0,10-12-2016,10.5,27,48,3,2,2,215,118,2005,-37.7424,145.0519
8870,11936,28,9,3,3,duplex,1151000,1,29-07-2017,10.1,46,27,3,2,1,259,115,1995,-37.89178,145.0539
8871,3769,65,11,2,2,townhouse,600000,1,28-08-2016,9.2,33,56,2,2,1,145,112,2012,-37.7801,144.869
8872,3956,68,11,2,4,other,1180000,0,25-02-2017,8.7,11,8,4,3,2,688,166,1960,-37.7713,144.8937
8873,3765,65,11,2,3,townhouse,657000,1,26-07-2016,9.2,143,56,3,2,2,159,,,-37.7846,144.87
8874,3890,67,6,3,3,townhouse,1015000,1,27-11-2016,11.2,9,57,3,2,2,0,134,2013,-37.8689,145.06
8875,3457,60,2,2,4,other,920000,0,10-12-2016,12.8,10,52,4,2,2,745,182,1992,-37.7479,144.8805
8876,4587,80,16,1,2,duplex,734600,0,22-08-2016,2.6,46,66,2,2,1,2427,,1990,-37.7896,144.9584
8877,2240,39,9,3,3,townhouse,850000,0,19-11-2016,8.5,114,36,3,2,2,108,142,2000,-37.8861,145.0014
8878,9892,48,6,3,4,other,2250000,0,24-06-2017,7.3,3,43,4,1,2,1110,,,-37.85723,145.0547
8879,3397,58,15,4,2,duplex,500000,0,19-11-2016,7.9,43,50,2,1,1,71,70,1960,-37.7634,145.0406
8880,10433,256,25,5,4,other,805000,1,27-05-2017,22.7,69,170,4,2,4,702,140,1980,-37.97412,145.18022
8881,9721,88,11,2,1,duplex,322500,1,17-06-2017,5.1,32,42,1,1,1,0,,,-37.80504,144.88685
8882,9641,191,17,5,2,duplex,470500,1,17-06-2017,21.5,19,130,2,1,1,0,,1970,-38.00482,145.08746
8883,12013,170,28,6,3,other,570000,0,29-07-2017,36.9,69,116,3,1,4,632,104,1960,-38.11984,145.16209
8884,4559,79,8,5,6,other,1900000,1,18-03-2017,14.7,18,65,6,2,6,1200,181,1970,-37.9099,145.0875
8885,13098,8,20,2,3,townhouse,1130000,1,23-09-2017,4.3,2,8,3,2,1,231,,,-37.77373,144.9311
8886,12217,250,20,2,3,other,590000,0,03-09-2017,15.5,19,164,3,1,2,459,,,-37.87063,144.77632
8887,6077,97,18,2,3,other,575000,1,17-09-2016,13.5,80,77,3,1,2,686,,,-37.7901,144.8068
8888,1767,28,9,3,3,other,1430000,1,22-05-2016,11.4,43,27,3,2,2,603,166,1945,-37.9023,145.0568
8889,3584,62,7,3,3,other,1528500,0,04-03-2017,5.6,45,53,3,1,1,375,,,-37.8015,145.0505
8890,8463,100,4,1,2,duplex,600000,1,20-05-2017,6.5,29,79,2,1,1,0,59,1960,-37.7549,144.9979
8891,12668,112,20,1,2,other,950000,1,16-09-2017,4,2,86,2,2,1,224,89,1900,-37.75995,144.97413
8892,12945,156,20,1,4,other,523000,1,19-08-2017,20.6,12,103,4,2,2,484,159,2009,-37.58012,144.91998
8893,11225,245,14,4,4,other,1350000,0,12-08-2017,15.5,3,165,4,2,2,1025,,1980,-37.75334,145.16655
8894,11648,295,18,2,3,other,550000,0,22-07-2017,18,31,121,3,2,2,668,,,-37.72589,144.77991
8895,5562,89,3,3,3,townhouse,1450000,1,19-11-2016,2.1,24,73,3,2,1,146,,,-37.8331,144.9665
8896,3688,63,7,3,4,other,2490000,1,03-09-2016,7.5,9,54,3,2,2,712,14,,-37.7936,145.0566
8897,141,5,5,2,3,other,520000,0,03-09-2016,13.8,4,5,3,2,1,352,242,2015,-37.87,144.825
8898,5299,86,1,1,4,other,950000,0,08-10-2016,2.6,3,72,4,1,0,254,124,1890,-37.8201,144.9898
8899,5514,88,11,2,3,other,1200000,1,22-08-2016,6.6,35,42,2,1,1,374,,,-37.8057,144.8882
8900,11690,49,13,1,2,duplex,493000,1,22-07-2017,11.2,1,44,2,1,2,201,201,2000,-37.70691,144.90934
8901,6531,105,5,2,4,other,2050000,1,22-05-2016,8,31,83,4,2,2,648,285,2011,-37.8601,144.8879
8902,12887,260,20,2,3,other,506000,1,19-08-2017,14,19,51,3,1,2,544,120,1980,-37.74965,144.77009
8903,10742,237,24,8,2,other,280500,1,08-07-2017,29.8,47,159,2,1,1,180,,1990,-37.70411,144.57159
8904,5615,90,6,3,2,townhouse,1365000,1,08-10-2016,3.3,7,74,3,2,1,1302,,,-37.8377,145.0021
8905,10081,246,10,4,4,other,1290000,1,24-06-2017,17.2,43,145,4,2,2,407,300,2003,-37.85028,145.18787
8906,10397,239,17,5,3,townhouse,1010000,1,27-05-2017,20,21,160,3,1,2,309,,,-37.98009,145.06118
8907,5665,90,16,3,4,duplex,2050000,0,18-03-2017,3.3,22,74,4,2,1,979,,,-37.8344,144.9857
8908,4314,75,2,2,5,other,1400000,0,17-09-2016,11.2,2,2,4,2,2,650,290,2005,-37.7391,144.8875
8909,13204,235,20,2,3,other,550000,0,23-09-2017,18.4,214,142,3,1,2,635,,1980,-37.86866,144.69356
8910,7191,126,9,3,4,other,1845000,1,15-10-2016,11.8,21,14,4,3,1,718,189,1939,-37.9061,145.0509
8911,3438,60,2,2,3,other,590000,1,03-12-2016,12.8,2,52,3,1,2,610,,1974,-37.7455,144.8484
8912,6994,119,7,3,2,duplex,840000,1,18-03-2017,7.5,3,91,2,1,1,150,99,1969,-37.844,145.0496
8913,7813,41,2,2,3,other,1400000,1,20-05-2017,8,13,38,3,1,1,476,,,-37.7495,144.9157
8914,1598,25,7,3,2,duplex,805000,0,18-03-2017,7.8,41,24,2,2,2,188,,,-37.8442,145.0668
8915,8794,165,27,7,3,other,530500,1,01-07-2017,25.9,137,111,3,2,2,400,179,2012,-37.61042,145.11932
8916,8152,75,2,2,3,other,944000,1,13-05-2017,11.2,12,2,3,1,2,597,,,-37.7473,144.8905
8917,5371,86,1,1,2,townhouse,810000,0,18-06-2016,2.6,19,72,2,1,1,94,,,-37.8201,144.9927
8918,11244,103,15,1,3,other,700000,1,12-08-2017,14.5,132,81,3,1,1,530,,,-37.70598,145.07713
8919,6630,109,11,2,3,other,871000,1,03-12-2016,7,33,85,3,2,2,428,100,1965,-37.8167,144.8965
8920,4421,77,4,1,3,other,1300000,1,11-02-2017,5.5,2,64,3,2,1,379,,,-37.7741,145.0109
8921,13239,192,20,4,4,other,1408000,1,23-09-2017,14.2,3,131,4,2,2,692,179,1970,-37.86445,145.12538
8922,5914,94,2,2,3,other,1075000,1,24-09-2016,9.7,2,39,3,2,1,752,,,-37.7303,144.9198
8923,3354,58,15,4,4,other,2265000,1,04-03-2017,7.9,27,50,4,2,2,925,208,1925,-37.7652,145.041
8924,9979,74,5,2,3,other,1250000,1,24-06-2017,6.2,4,62,3,1,1,343,,,-37.84502,144.88612
8925,8068,67,6,3,4,other,1290000,1,13-05-2017,11.2,21,57,4,2,2,395,,,-37.8914,145.0842
8926,9381,249,8,5,3,other,1408000,1,03-06-2017,16.7,18,157,3,2,1,658,,,-37.90618,145.16995
8927,10810,273,21,4,3,other,1000000,1,08-07-2017,22.2,43,177,3,2,2,1088,,,-37.89385,145.23848
8928,10169,23,14,4,1,other,1310000,1,27-05-2017,10.8,3,22,1,1,1,604,,1999,-37.75981,145.08599
8929,8620,44,1,1,2,other,1200000,0,29-04-2017,1.6,10,40,2,1,0,63,,1900,-37.8018,144.9825
8930,9578,54,7,3,2,duplex,1080000,1,17-06-2017,5.3,3,47,2,2,2,6996,136,2000,-37.82712,145.02427
8931,727,15,9,3,4,other,1815000,1,10-12-2016,13,21,14,4,2,4,902,233,1950,-37.924,145.0504
8932,11580,291,17,5,4,other,840000,0,22-07-2017,21.5,12,130,4,2,2,383,,,-38.01958,145.12356
8933,10105,7,6,3,3,other,1850000,0,27-05-2017,6.3,3,7,3,2,2,348,,1952,-37.85862,145.01676
8934,2147,37,14,4,4,other,1468000,1,12-11-2016,13.9,43,34,4,2,2,806,170,1975,-37.7939,145.1392
8935,1107,19,12,3,2,duplex,800000,0,16-04-2016,11.2,19,18,2,1,1,131,,,-37.9164,145.0002
8936,9675,195,8,3,3,townhouse,820000,1,17-06-2017,12.3,1,49,3,2,1,200,130,2013,-37.91017,145.11488
8937,7593,21,13,1,1,other,412000,1,08-04-2017,5.2,2,20,1,1,1,85,,,-37.7598,144.9563
8938,5859,93,3,3,2,duplex,902000,1,25-02-2017,6.1,9,76,2,1,0,0,108,1920,-37.8681,144.9894
8939,3936,68,11,2,2,duplex,488000,1,16-04-2016,8.7,12,8,2,2,2,0,,,-37.7752,144.8925
8940,2998,51,13,1,3,other,591000,1,22-05-2016,12.1,10,44,3,1,1,557,,,-37.7079,144.9432
8941,10126,145,12,3,4,other,2200000,1,27-05-2017,17.3,43,96,4,3,2,704,318,2014,-37.99035,145.03839
8942,10913,224,10,4,3,other,1100000,1,12-08-2017,13.4,41,151,3,1,2,492,124,1957,-37.81169,145.15735
8943,1937,34,13,1,2,duplex,466000,1,08-10-2016,7.8,2,32,2,1,1,0,62,1980,-37.7527,144.9522
8944,4338,76,16,1,1,duplex,491000,0,03-09-2016,2.3,2,63,1,1,1,0,,,-37.8044,144.9566
8945,9691,83,6,3,1,duplex,440000,0,17-06-2017,4.6,103,69,1,1,1,0,44,2015,-37.85012,144.99225
8946,3407,58,15,4,3,other,1225000,0,23-04-2016,7.9,27,50,3,1,1,572,130,1930,-37.7709,145.0425
8947,11434,188,27,1,3,other,726000,1,15-07-2017,17.9,29,127,3,2,2,615,132,1982,-37.67519,145.06201
8948,11881,10,8,3,4,other,1540000,1,29-07-2017,10.2,3,9,4,2,3,668,205,1970,-37.86096,145.10026
8949,11389,54,7,3,3,duplex,1150000,1,15-07-2017,5.3,9,47,3,2,1,5259,119,2000,-37.81442,145.01531
8950,4895,84,4,1,3,duplex,496000,1,06-08-2016,8.8,19,70,3,1,1,266,98,1990,-37.7322,145.0318
8951,5372,86,1,1,3,other,1100000,0,18-06-2016,2.6,1,72,3,2,1,66,118,2013,-37.8181,145.007
8952,7187,126,9,3,3,other,1322000,1,12-11-2016,11.8,19,14,3,1,1,551,156,1940,-37.9036,145.0521
8953,11631,34,13,1,3,other,890000,1,22-07-2017,6.7,88,32,3,2,2,190,,2015,-37.74978,144.97738
8954,562,13,7,3,5,other,2665000,1,22-08-2016,9.7,3,12,4,3,2,674,,,-37.8095,145.0782
8955,10496,243,19,1,4,other,500000,1,27-05-2017,20.6,47,103,4,2,2,383,,2006,-37.61132,144.92075
8956,95,3,3,3,3,other,1370000,1,12-06-2016,3.3,4,3,3,2,2,0,85,2000,-37.8451,144.9511
8957,11950,34,13,1,4,other,1400000,1,29-07-2017,6.7,2,32,4,2,2,426,165,1930,-37.74892,144.95759
8958,4557,79,17,5,4,other,801347,0,16-07-2016,14.7,21,65,4,2,1,567,164,1970,-37.9361,145.0816
8959,7779,36,1,1,1,duplex,550000,0,08-04-2017,1.6,19,33,1,1,0,0,,1995,-37.8053,144.9833
8960,8506,105,5,2,3,other,1245000,1,06-05-2017,8,19,83,3,2,2,292,117,1980,-37.8575,144.8922
8961,12622,218,20,2,3,other,595000,1,09-09-2017,14.7,81,133,3,1,2,662,,,-37.89302,144.65938
8962,1620,25,7,3,2,other,1175000,0,27-11-2016,7.8,3,24,2,1,1,246,,,-37.8336,145.0612
8963,9617,67,6,3,4,other,2520000,0,17-06-2017,8.4,9,57,4,3,4,960,325,1910,-37.87605,145.05563
8964,2145,37,14,4,4,other,2000000,1,10-12-2016,13.9,12,34,4,3,2,507,,,-37.7738,145.1308
8965,5892,94,2,2,3,other,1200000,1,10-09-2016,9.7,13,39,3,2,2,1781,,,-37.7439,144.9331
8966,5273,86,1,1,2,duplex,479000,1,04-03-2017,2.6,3,72,2,1,1,0,62,1970,-37.8258,145.0057
8967,13132,23,20,4,4,other,1300000,0,23-09-2017,10.8,180,22,4,2,3,650,120,1960,-37.77352,145.09844
8968,4828,83,6,3,2,other,1106000,1,10-12-2016,4.5,1,69,2,1,1,0,135,2005,-37.8526,145.0033
8969,13476,184,20,1,3,other,690000,0,26-08-2017,16.3,56,124,3,1,2,535,,,-37.67324,145.03513
8970,5340,86,1,1,2,other,860000,1,15-10-2016,2.6,1,72,2,2,0,74,95,2000,-37.8207,145.0053
8971,11183,242,22,4,2,duplex,655000,1,12-08-2017,19.9,211,163,2,1,1,306,,,-37.80436,145.23339
8972,4213,74,5,2,3,other,1400000,0,07-05-2016,8.4,4,62,3,2,3,2522,195,2006,-37.8462,144.8944
8973,11342,166,26,4,2,duplex,540000,0,15-07-2017,18,137,112,2,1,1,132,,,-37.71513,145.15324
8974,5836,93,3,3,2,duplex,640000,1,18-03-2017,6.1,44,76,2,1,1,0,,,-37.8635,144.9857
8975,4817,83,6,3,1,duplex,325000,0,06-08-2016,4.5,1,69,1,1,1,0,,,-37.8486,144.9872
8976,4079,72,2,2,4,other,1361500,1,10-12-2016,6.9,14,60,4,1,2,453,145,1920,-37.7698,144.9336
8977,10652,38,15,4,3,other,1300000,0,08-07-2017,8.9,2,35,3,1,2,615,138,1950,-37.75825,145.05438
8978,11677,169,28,5,4,other,600500,1,22-07-2017,38,128,115,4,2,2,580,,,-38.13805,145.16668
8979,6776,112,13,1,4,other,1900000,1,10-09-2016,4.5,3,86,4,2,1,227,,,-37.7776,144.9726
8980,1996,34,13,1,2,other,635000,1,25-02-2017,7.8,10,32,2,2,3,339,149,1920,-37.7404,144.9559
8981,5163,85,4,1,2,other,510000,1,18-03-2017,11.2,12,71,2,1,2,268,,,-37.7113,145.0224
8982,7323,131,8,3,2,other,305000,0,04-06-2016,14,43,49,2,1,1,0,80,1960,-37.8994,145.0955
8983,7718,30,9,3,2,duplex,655000,1,13-05-2017,8.1,19,29,2,1,1,0,,,-37.8806,145.0346
8984,5850,93,3,3,2,other,1250000,1,22-08-2016,6.1,9,76,2,1,4,147,,,-37.865,144.9804
8985,6965,119,7,3,4,townhouse,1425000,1,08-10-2016,7.5,3,91,4,2,2,154,,1998,-37.8298,145.0537
8986,8748,149,19,1,3,townhouse,465000,1,01-07-2017,14,12,92,3,2,3,248,123.21,2010,-37.68358,144.92387
8987,648,14,7,3,4,other,1712000,1,17-09-2016,9.2,45,13,3,2,2,639,,,-37.7879,145.0929
8988,2871,49,13,1,5,other,1150000,0,03-12-2016,13,12,44,5,3,2,700,,,-37.7095,144.9253
8989,5098,85,4,1,3,other,780000,1,10-12-2016,11.2,29,71,3,1,2,457,,,-37.7199,145.0155
8990,13375,22,20,1,3,other,1160000,1,26-08-2017,5.2,2,21,3,1,2,575,,,-37.75461,144.94669
8991,6340,101,6,3,4,other,5500000,0,03-12-2016,4.6,9,80,4,3,2,691,374,2000,-37.8431,145.021
8992,7264,127,11,2,2,other,495000,1,24-09-2016,8.2,35,56,2,1,2,161,700,1977,-37.7905,144.8714
8993,2591,45,1,1,4,townhouse,1700000,0,18-03-2017,3.5,3,31,4,3,2,127,209,2008,-37.7855,144.9789
8994,1396,22,13,1,2,duplex,473000,1,04-06-2016,5.9,85,21,2,1,2,568,,,-37.7682,144.9422
8995,1076,19,12,3,2,duplex,700000,0,08-10-2016,11.2,22,18,2,1,1,0,,1952,-37.9225,144.9891
8996,8980,216,21,4,2,other,450000,0,01-07-2017,14.7,17,146,2,2,2,74,,,-37.84646,145.22591
8997,4459,77,4,1,3,other,1715000,1,19-11-2016,5.5,85,64,3,1,1,407,143,1900,-37.7799,144.9937
8998,777,15,9,3,3,other,1535000,1,28-08-2016,13,21,14,2,2,2,572,150,1930,-37.9148,145.0404
8999,12628,221,20,1,4,other,730000,0,09-09-2017,25.5,19,149,4,2,2,400,248,2012,-37.61729,145.0238
9000,203,6,5,2,3,other,680000,1,19-11-2016,11.1,31,6,3,1,3,551,,,-37.8254,144.8514
9001,2626,46,2,1,2,other,950000,0,10-09-2016,4.4,2,41,2,1,1,193,,,-37.7861,144.9238
9002,7389,135,5,2,2,duplex,506000,1,27-06-2016,9.1,31,62,2,1,1,126,83,1975,-37.8315,144.8693
9003,3677,62,7,3,4,other,4005000,0,28-05-2016,5.6,9,53,4,3,3,800,,2009,-37.8022,145.0565
9004,11468,195,8,3,2,other,1150000,1,15-07-2017,12.3,43,49,2,1,3,622,122,1970,-37.90168,145.11081
9005,3133,54,7,3,2,duplex,418000,1,07-11-2016,4.6,86,47,2,1,0,1056,,,-37.8261,145.0349
9006,1005,17,10,4,3,other,1351000,1,28-05-2016,13.1,3,16,3,1,2,662,,,-37.8246,145.1269
9007,104,3,3,3,2,duplex,647000,1,22-05-2016,3.3,4,3,2,1,1,0,,,-37.846,144.9542
9008,13263,126,20,3,3,townhouse,1060000,0,23-09-2017,11.4,3,14,3,2,2,1606,,,-37.9027,145.04159
9009,10896,13,7,3,2,duplex,614000,1,12-08-2017,7.9,41,12,2,1,1,0,,,-37.81303,145.07468
9010,12371,77,20,1,4,other,1700000,1,03-09-2017,5.3,28,64,4,3,4,422,,,-37.76969,145.00718
9011,990,17,10,4,4,other,1461400,1,17-09-2016,13.1,77,16,3,2,2,780,235,1927,-37.8244,145.1319
9012,9009,7,6,3,2,duplex,700500,1,03-06-2017,6.3,19,7,2,1,1,0,,,-37.85385,145.0284
9013,8850,61,16,1,2,other,850000,0,01-07-2017,3.4,2,41,2,1,0,133,,,-37.78906,144.93173
9014,5425,86,1,1,1,duplex,385000,0,27-11-2016,2.6,22,72,1,1,1,0,50,2005,-37.8331,144.9975
9015,5450,87,15,4,4,other,1051000,0,12-11-2016,11.4,2,35,4,2,2,651,,,-37.7338,145.0703
9016,636,14,7,3,7,other,2600000,0,14-05-2016,9.2,12,13,5,3,3,637,529,2008,-37.7898,145.0967
9017,2323,40,3,3,2,duplex,645000,1,25-02-2017,7.7,19,37,2,1,1,0,75,1975,-37.8842,144.9829
9018,8437,98,7,3,2,other,1260000,0,13-05-2017,11.2,3,59,2,1,0,269,124,1910,-37.8201,145.0887
9019,4538,78,13,1,3,duplex,550000,0,27-11-2016,11.5,10,44,3,1,1,196,,,-37.7216,144.9157
9020,7270,127,11,2,3,other,860000,1,26-07-2016,8.2,1,56,3,1,2,501,147,1960,-37.7912,144.868
9021,6370,101,6,3,4,other,4000000,0,13-08-2016,4.6,7,80,4,4,4,324,60,,-37.8439,145.0093
9022,11759,77,4,1,3,other,1335000,1,22-07-2017,5.3,2,64,3,1,1,390,112,1920,-37.76588,144.99731
